4173180,20543,19,0,0,1,0,5
583,4189731,2404,2,4,5,0,11
0,4396,4188035,3381,3,4,0,5
0,0,14516,4178668,2366,0,0,8
0,0,0,11786,4183584,594,1,11
0,0,0,0,41279,4149273,971,9
0,0,0,0,0,27866,4167219,229
0,0,0,0,0,1,74049,4119690
4160387,33333,22,0,0,1,0,5
400,4186003,6315,2,4,5,0,11
0,2100,4185086,8624,5,4,0,5
0,0,5947,4184232,5371,0,0,8
0,0,0,5384,4189736,844,1,11
0,0,0,0,31335,4159604,584,9
0,0,0,0,0,30990,4164258,66
0,0,0,0,0,1,99059,4094680
4157781,35938,23,0,0,1,0,5
363,4184537,7817,3,4,5,0,11
0,1795,4183327,10689,3,5,0,5
0,0,4981,4183972,6597,0,0,8
0,0,0,4543,4190434,987,1,11
0,0,0,0,28606,4162311,606,9
0,0,0,0,0,29393,4165854,67
0,0,0,0,0,1,100241,4093498
4156846,36872,24,0,0,1,0,5
370,4183922,8426,1,5,5,0,11
0,1684,4182560,11567,4,3,1,5
0,0,4616,4183855,7079,0,0,8
0,0,0,4310,4190583,1071,1,11
0,0,0,0,27359,4163477,687,9
0,0,0,0,0,29067,4166177,70
0,0,0,0,0,1,100811,4092928
4156819,36899,24,0,0,1,0,5
369,4183748,8600,2,5,5,0,11
0,1729,4182450,11631,5,4,0,5
0,0,4665,4183523,7362,0,0,8
0,0,0,4215,4190760,989,1,11
0,0,0,0,27660,4163250,613,9
0,0,0,0,0,29966,4165284,64
0,0,0,0,0,1,104763,4088976
4155511,38205,26,0,0,1,0,5
361,4183250,9106,3,4,5,0,11
0,1622,4181727,12462,4,3,1,5
0,0,4309,4183508,7733,0,0,8
0,0,0,4065,4190801,1098,1,11
0,0,0,0,26690,4164169,664,9
0,0,0,0,0,29031,4166221,62
0,0,0,0,0,1,103727,4090012
4155525,38192,25,0,0,1,0,5
342,4182955,9420,3,4,5,0,11
0,1587,4181411,12812,5,4,0,5
0,0,4119,4183566,7865,0,0,8
0,0,0,3959,4190888,1117,1,11
0,0,0,0,26674,4164199,650,9
0,0,0,0,0,29695,4165548,71
0,0,0,0,0,1,105749,4087990
4157426,36292,24,0,0,1,0,5
381,4184051,8285,3,4,5,0,11
0,1722,4182683,11405,5,4,0,5
0,0,4765,4183807,6978,0,0,8
0,0,0,4446,4190582,936,1,11
0,0,0,0,29550,4161436,537,9
0,0,0,0,0,32708,4162551,55
0,0,0,0,0,1,114194,4079545
4156189,37528,25,0,0,1,0,5
366,4183324,9028,2,4,5,0,11
0,1649,4181952,12209,5,4,0,5
0,0,4407,4183700,7443,0,0,8
0,0,0,4239,4190716,1009,1,11
0,0,0,0,28685,4162299,539,9
0,0,0,0,0,32106,4163148,60
0,0,0,0,0,1,112951,4080788
4156109,37607,26,0,0,1,0,5
362,4183239,9117,1,5,5,0,11
0,1624,4181713,12473,5,4,0,5
0,0,4361,4183524,7665,0,0,8
0,0,0,4089,4190871,1004,1,11
0,0,0,0,28153,4162802,568,9
0,0,0,0,0,31841,4163418,55
0,0,0,0,0,1,113020,4080719
4154554,39165,23,0,0,1,0,5
345,4182467,9905,3,4,5,0,11
0,1525,4180895,13390,5,4,0,5
0,0,4071,4183367,8112,0,0,8
0,0,0,3941,4190929,1094,1,11
0,0,0,0,27081,4163830,612,9
0,0,0,0,0,30732,4164525,57
0,0,0,0,0,1,111416,4082323
4155588,38129,25,0,0,1,0,5
362,4183026,9328,5,3,5,0,11
0,1582,4181825,12403,5,4,0,5
0,0,4365,4183706,7479,0,0,8
0,0,0,4291,4190707,966,1,11
0,0,0,0,29419,4161561,543,9
0,0,0,0,0,34140,4161122,52
0,0,0,0,0,1,117764,4075975
4155400,38316,26,0,0,1,0,5
350,4182760,9608,1,5,5,0,11
0,1583,4181277,12951,4,4,0,5
0,0,4189,4183691,7670,0,0,8
0,0,0,4096,4190893,975,1,11
0,0,0,0,29035,4161947,541,9
0,0,0,0,0,33466,4161793,55
0,0,0,0,0,1,116550,4077189
4155913,37803,26,0,0,1,0,5
351,4183062,9304,3,4,5,0,11
0,1600,4181691,12519,5,4,0,5
0,0,4298,4184012,7240,0,0,8
0,0,0,4377,4190562,1025,1,11
0,0,0,0,30387,4160637,499,9
0,0,0,0,0,34900,4160358,56
0,0,0,0,0,1,120828,4072911
4156146,37571,25,0,0,1,0,5
361,4183207,9149,3,4,5,0,11
0,1652,4182336,11823,4,4,0,5
0,0,4455,4184446,6649,0,0,8
0,0,0,4686,4190448,830,1,11
0,0,0,0,32880,4158186,457,9
0,0,0,0,0,37013,4158239,62
0,0,0,0,0,1,120521,4073218
4157642,36074,26,0,0,1,0,5
374,4183949,8394,3,4,5,0,11
0,1707,4183270,10833,5,4,0,5
0,0,4770,4184716,6064,0,0,8
0,0,0,5154,4190043,767,1,11
0,0,0,0,35603,4155523,397,9
0,0,0,0,0,40603,4154659,52
0,0,0,0,0,1,128749,4064990
